phrase,weight
삼성SDI,2
LG화학,2
부스,2
폭스바겐,1
배터리,1
21일,3
한국거래소,1
기관투자자들은,1
1544억,1
14,1
2%,1
코로나19,1
19,1
수혜주,1
3220,1
3200,1
증권업계,1
반도체,7
배터리주,1
인플레이션,1
상하이모터쇼,1
중국이,1
자동차,1
모터쇼,1
헝다자동차,1
BMW,1
헝다차,1
자동차를,1
2차전지가,2
미국에서,2
미국,4
상무부는,2
20일,2
완성차,2
대표,2
조 바이든,2
